Taxonomy,Concept,Unit,Value,Start,End,Accession,Fiscal Year,Fiscal Period,Form,Filed Date,Frame,Ticker
us-gaap,Assets,USD,22730200000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,Assets,USD,22730200000.0,,2023-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,Assets,USD,22730200000.0,,2023-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,Assets,USD,23917400000.0,,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1I,VRTX
us-gaap,Assets,USD,20132100000.0,,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2I,VRTX
us-gaap,AssetsCurrent,USD,13234800000.0,,2022-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2022Q4I,VRTX
us-gaap,AssetsCurrent,USD,14144200000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,,VRTX
us-gaap,AssetsCurrent,USD,14144200000.0,,2023-12-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,,VRTX
us-gaap,AssetsCurrent,USD,14144200000.0,,2023-12-31,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,,VRTX
us-gaap,AssetsCurrent,USD,13288700000.0,,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1I,VRTX
us-gaap,AssetsCurrent,USD,8941600000.0,,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2I,VRTX
us-gaap,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,USD,3600000.0,,2023-12-31,0000875320-24-000062,2023,FY,10-K,2024-02-15,CY2023Q4I,VRTX
us-gaap,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,USD,19100000.0,,2024-03-31,0000875320-24-000139,2024,Q1,10-Q,2024-05-07,CY2024Q1I,VRTX
us-gaap,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,USD,23400000.0,,2024-06-30,0000875320-24-000198,2024,Q2,10-Q,2024-08-02,CY2024Q2I,VRTX
